fx|fy|penalty|alpha|iter|ee|ev|verdaderos_negativos|falsos_negativos|falsos_positivos|verdaderos_positivos
worst texture|worst fractal dimension|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l1|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l2|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l2|0.001|1000|0.445|0.4378698224852071|127|19|203|51
worst texture|worst fractal dimension|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|elasticnet|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|elasticnet|0.001|1000|0.445|0.4378698224852071|127|19|203|51
worst texture|worst fractal dimension|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|None|1e-05|10|0.8875|0.9171597633136095|112|34|11|243
worst texture|mean concave points|None|1e-05|100|0.8975|0.9053254437869822|132|14|27|227
worst texture|mean concave points|None|1e-05|1000|0.8725|0.8520710059171598|136|10|41|213
worst texture|mean concave points|None|0.001|10|0.8875|0.9171597633136095|112|34|11|243
worst texture|mean concave points|None|0.001|100|0.8975|0.9053254437869822|132|14|27|227
worst texture|mean concave points|None|0.001|1000|0.8725|0.8520710059171598|136|10|41|213
worst texture|mean concave points|None|0.1|10|0.8875|0.9171597633136095|112|34|11|243
worst texture|mean concave points|None|0.1|100|0.8975|0.9053254437869822|132|14|27|227
worst texture|mean concave points|None|0.1|1000|0.8725|0.8520710059171598|136|10|41|213
worst texture|mean concave points|None|10.0|10|0.8875|0.9171597633136095|112|34|11|243
worst texture|mean concave points|None|10.0|100|0.8975|0.9053254437869822|132|14|27|227
worst texture|mean concave points|None|10.0|1000|0.8725|0.8520710059171598|136|10|41|213
worst texture|mean concave points|l1|1e-05|10|0.8525|0.8402366863905325|136|10|49|205
worst texture|mean concave points|l1|1e-05|100|0.875|0.8994082840236687|101|45|5|249
worst texture|mean concave points|l1|1e-05|1000|0.8675|0.8520710059171598|136|10|43|211
worst texture|mean concave points|l1|0.001|10|0.9125|0.9171597633136095|131|15|20|234
worst texture|mean concave points|l1|0.001|100|0.8875|0.9053254437869822|134|12|33|221
worst texture|mean concave points|l1|0.001|1000|0.8775|0.8994082840236687|135|11|38|216
worst texture|mean concave points|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l2|1e-05|100|0.8975|0.8994082840236687|133|13|28|226
worst texture|mean concave points|l2|1e-05|1000|0.7075|0.6449704142011834|143|3|114|140
worst texture|mean concave points|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l2|0.001|100|0.45|0.44970414201183434|146|0|220|34
worst texture|mean concave points|l2|0.001|1000|0.8375|0.8165680473372781|130|16|49|205
worst texture|mean concave points|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|elasticnet|1e-05|100|0.8975|0.8994082840236687|133|13|28|226
worst texture|mean concave points|elasticnet|1e-05|1000|0.7075|0.6449704142011834|143|3|114|140
worst texture|mean concave points|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|elasticnet|0.001|100|0.45|0.44970414201183434|146|0|220|34
worst texture|mean concave points|elasticnet|0.001|1000|0.8375|0.8165680473372781|130|16|49|205
worst texture|mean concave points|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean concave points|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|None|1e-05|1000|0.6275|0.6153846153846154|142|4|145|109
worst texture|mean area|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|None|0.001|1000|0.6275|0.6153846153846154|142|4|145|109
worst texture|mean area|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|None|0.1|1000|0.6275|0.6153846153846154|142|4|145|109
worst texture|mean area|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|None|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|None|10.0|1000|0.6275|0.6153846153846154|142|4|145|109
worst texture|mean area|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l1|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l1|1e-05|1000|0.64|0.6153846153846154|141|5|139|115
worst texture|mean area|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l1|0.001|1000|0.655|0.6272189349112426|141|5|133|121
worst texture|mean area|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l1|0.1|1000|0.8075|0.834319526627219|116|30|47|207
worst texture|mean area|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l1|10.0|100|0.6375|0.6153846153846154|1|145|0|254
worst texture|mean area|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l2|1e-05|1000|0.8|0.8284023668639053|127|19|61|193
worst texture|mean area|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l2|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|elasticnet|1e-05|1000|0.8|0.8284023668639053|127|19|61|193
worst texture|mean area|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|elasticnet|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean area|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst perimeter|mean smoothness|None|1e-05|10|0.67|0.7218934911242604|132|14|118|136
worst perimeter|mean smoothness|None|1e-05|100|0.8|0.7988165680473372|115|31|49|205
worst perimeter|mean smoothness|None|1e-05|1000|0.6975|0.7455621301775148|134|12|109|145
worst perimeter|mean smoothness|None|0.001|10|0.67|0.7218934911242604|132|14|118|136
worst perimeter|mean smoothness|None|0.001|100|0.8|0.7988165680473372|115|31|49|205
worst perimeter|mean smoothness|None|0.001|1000|0.6975|0.7455621301775148|134|12|109|145
worst perimeter|mean smoothness|None|0.1|10|0.67|0.7218934911242604|132|14|118|136
worst perimeter|mean smoothness|None|0.1|100|0.8|0.7988165680473372|115|31|49|205
worst perimeter|mean smoothness|None|0.1|1000|0.6975|0.7455621301775148|134|12|109|145
worst perimeter|mean smoothness|None|10.0|10|0.67|0.7218934911242604|132|14|118|136
worst perimeter|mean smoothness|None|10.0|100|0.8|0.7988165680473372|115|31|49|205
worst perimeter|mean smoothness|None|10.0|1000|0.6975|0.7455621301775148|134|12|109|145
worst perimeter|mean smoothness|l1|1e-05|10|0.67|0.7218934911242604|132|14|118|136
worst perimeter|mean smoothness|l1|1e-05|100|0.82|0.8224852071005917|107|39|33|221
worst perimeter|mean smoothness|l1|1e-05|1000|0.7525|0.7633136094674556|130|16|83|171
worst perimeter|mean smoothness|l1|0.001|10|0.81|0.8106508875739645|111|35|41|213
worst perimeter|mean smoothness|l1|0.001|100|0.8175|0.8284023668639053|103|43|30|224
worst perimeter|mean smoothness|l1|0.001|1000|0.58|0.6449704142011834|139|7|161|93
worst perimeter|mean smoothness|l1|0.1|10|0.4375|0.47337278106508873|146|0|225|29
worst perimeter|mean smoothness|l1|0.1|100|0.815|0.8224852071005917|106|40|34|220
worst perimeter|mean smoothness|l1|0.1|1000|0.5425|0.5739644970414202|143|3|180|74
worst perimeter|mean smoothness|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst perimeter|mean smoothness|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst perimeter|mean smoothness|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst perimeter|mean smoothness|l2|1e-05|10|0.67|0.7218934911242604|132|14|118|136
worst perimeter|mean smoothness|l2|1e-05|100|0.8125|0.834319526627219|100|46|29|225
worst perimeter|mean smoothness|l2|1e-05|1000|0.77|0.7692307692307693|128|18|74|180
worst perimeter|mean smoothness|l2|0.001|10|0.6875|0.7396449704142012|131|15|110|144
worst perimeter|mean smoothness|l2|0.001|100|0.8175|0.834319526627219|101|45|28|226
worst perimeter|mean smoothness|l2|0.001|1000|0.58|0.650887573964497|139|7|161|93
worst perimeter|mean smoothness|l2|0.1|10|0.5|0.5384615384615384|144|2|198|56
worst perimeter|mean smoothness|l2|0.1|100|0.565|0.6094674556213018|141|5|169|85
worst perimeter|mean smoothness|l2|0.1|1000|0.3975|0.4319526627218935|146|0|241|13
worst perimeter|mean smoothness|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst perimeter|mean smoothness|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst perimeter|mean smoothness|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst perimeter|mean smoothness|elasticnet|1e-05|10|0.67|0.7218934911242604|132|14|118|136
worst perimeter|mean smoothness|elasticnet|1e-05|100|0.8125|0.834319526627219|100|46|29|225
worst perimeter|mean smoothness|elasticnet|1e-05|1000|0.77|0.7692307692307693|128|18|74|180
worst perimeter|mean smoothness|elasticnet|0.001|10|0.6875|0.7396449704142012|131|15|110|144
worst perimeter|mean smoothness|elasticnet|0.001|100|0.8175|0.834319526627219|101|45|28|226
worst perimeter|mean smoothness|elasticnet|0.001|1000|0.58|0.650887573964497|139|7|161|93
worst perimeter|mean smoothness|elasticnet|0.1|10|0.5|0.5384615384615384|144|2|198|56
worst perimeter|mean smoothness|elasticnet|0.1|100|0.565|0.6094674556213018|141|5|169|85
worst perimeter|mean smoothness|elasticnet|0.1|1000|0.3975|0.4319526627218935|146|0|241|13
worst perimeter|mean smoothness|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst perimeter|mean smoothness|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst perimeter|mean smoothness|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst perimeter|worst symmetry|None|1e-05|10|0.685|0.7337278106508875|131|15|111|143
worst perimeter|worst symmetry|None|1e-05|100|0.8225|0.834319526627219|103|43|28|226
worst perimeter|worst symmetry|None|1e-05|1000|0.6625|0.7218934911242604|137|9|126|128
worst perimeter|worst symmetry|None|0.001|10|0.685|0.7337278106508875|131|15|111|143
worst perimeter|worst symmetry|None|0.001|100|0.8225|0.834319526627219|103|43|28|226
worst perimeter|worst symmetry|None|0.001|1000|0.6625|0.7218934911242604|137|9|126|128
worst perimeter|worst symmetry|None|0.1|10|0.685|0.7337278106508875|131|15|111|143
worst perimeter|worst symmetry|None|0.1|100|0.8225|0.834319526627219|103|43|28|226
worst perimeter|worst symmetry|None|0.1|1000|0.6625|0.7218934911242604|137|9|126|128
worst perimeter|worst symmetry|None|10.0|10|0.685|0.7337278106508875|131|15|111|143
worst perimeter|worst symmetry|None|10.0|100|0.8225|0.834319526627219|103|43|28|226
worst perimeter|worst symmetry|None|10.0|1000|0.6625|0.7218934911242604|137|9|126|128
worst perimeter|worst symmetry|l1|1e-05|10|0.685|0.7337278106508875|131|15|111|143
worst perimeter|worst symmetry|l1|1e-05|100|0.8175|0.834319526627219|101|45|28|226
worst perimeter|worst symmetry|l1|1e-05|1000|0.7175|0.727810650887574|134|12|101|153
worst perimeter|worst symmetry|l1|0.001|10|0.81|0.8106508875739645|111|35|41|213
worst perimeter|worst symmetry|l1|0.001|100|0.8175|0.8284023668639053|103|43|30|224
worst perimeter|worst symmetry|l1|0.001|1000|0.58|0.6449704142011834|139|7|161|93
worst perimeter|worst symmetry|l1|0.1|10|0.4375|0.47337278106508873|146|0|225|29
worst perimeter|worst symmetry|l1|0.1|100|0.815|0.8224852071005917|106|40|34|220
worst perimeter|worst symmetry|l1|0.1|1000|0.5425|0.5739644970414202|143|3|180|74
worst perimeter|worst symmetry|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst perimeter|worst symmetry|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst perimeter|worst symmetry|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst perimeter|worst symmetry|l2|1e-05|10|0.725|0.7396449704142012|128|18|92|162
worst perimeter|worst symmetry|l2|1e-05|100|0.8225|0.8224852071005917|105|41|30|224
worst perimeter|worst symmetry|l2|1e-05|1000|0.5875|0.6449704142011834|140|6|159|95
worst perimeter|worst symmetry|l2|0.001|10|0.69|0.7396449704142012|130|16|108|146
worst perimeter|worst symmetry|l2|0.001|100|0.815|0.8284023668639053|102|44|30|224
worst perimeter|worst symmetry|l2|0.001|1000|0.5825|0.650887573964497|139|7|160|94
worst perimeter|worst symmetry|l2|0.1|10|0.5|0.5384615384615384|144|2|198|56
worst perimeter|worst symmetry|l2|0.1|100|0.565|0.6094674556213018|141|5|169|85
worst perimeter|worst symmetry|l2|0.1|1000|0.3975|0.4319526627218935|146|0|241|13
worst perimeter|worst symmetry|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst perimeter|worst symmetry|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst perimeter|worst symmetry|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst perimeter|worst symmetry|elasticnet|1e-05|10|0.725|0.7396449704142012|128|18|92|162
worst perimeter|worst symmetry|elasticnet|1e-05|100|0.8225|0.8224852071005917|105|41|30|224
worst perimeter|worst symmetry|elasticnet|1e-05|1000|0.5875|0.6449704142011834|140|6|159|95
worst perimeter|worst symmetry|elasticnet|0.001|10|0.69|0.7396449704142012|130|16|108|146
